genes,symbol,HNSC_logFC,HNSC_AveExpr,HNSC_t,HNSC_P.Value,HNSC_adj.P.Val,HNSC_B,HNSC_stdev,KIRP_logFC,KIRP_AveExpr,KIRP_t,KIRP_P.Value,KIRP_adj.P.Val,KIRP_B,KIRP_stdev,LIHC_logFC,LIHC_AveExpr,LIHC_t,LIHC_P.Value,LIHC_adj.P.Val,LIHC_B,LIHC_stdev
ENSG00000143420.19,ENSA,-0.021584124,7.012108703,-0.085173131,0.932189664,0.958488788,-6.21222974,0.682190766,-0.034982698,6.442564819,-0.133260521,0.894464065,0.983207896,-5.013958683,0.377322636,0.019491682,6.53616149,0.087677714,0.930219542,0.958060167,-6.210706709,0.256119006
ENSG00000143434.16,SEMA6C,-0.364984476,2.224893485,-0.48320262,0.629360779,0.762931967,-5.696336706,0.569741754,-0.488795489,2.594503966,-0.839709572,0.404634393,0.911241318,-4.697555231,0.496010002,-0.56704243,2.917929065,-1.481707693,0.139973692,0.269350614,-5.002490523,0.253220286
ENSG00000143436.11,MRPL9,-0.485241298,5.280240791,-1.792197152,0.074270477,0.249778978,-4.622474269,0.478588777,-0.074541905,4.82258958,-0.259461561,0.796228608,0.969335326,-4.97668742,0.50157276,-0.608171218,4.850100388,-2.321147135,0.021274677,0.075817102,-3.645735003,0.254153946
ENSG00000143437.21,ARNT,-0.832506651,4.655073198,-2.130878814,0.034042814,0.178777131,-3.940963132,0.477334553,-0.317423805,4.502639674,-0.863628156,0.391468408,0.911241318,-4.780813702,0.380614527,-0.816124471,4.819531021,-3.159002608,0.001825639,0.017376973,-1.510556857,0.260094323
ENSG00000143442.22,POGZ,-1.253795433,4.106879447,-2.549714051,0.011358941,0.120124905,-2.962093195,0.394519192,-0.669724206,4.237073711,-1.407072342,0.164920367,0.911241318,-4.451873505,0.530938011,-0.761516326,3.817903858,-2.536853428,0.011939666,0.05199892,-3.112499738,0.460592156
ENSG00000143443.10,C1orf56,-0.107979795,2.522381296,-0.298351358,0.76567463,0.854481543,-5.839341809,0.690539966,0.271892032,3.710550581,0.942079372,0.350189969,0.911241318,-4.728039885,0.388357773,0.108367378,3.938739065,0.402811811,0.68751193,0.795153405,-6.11206942,0.323081217
ENSG00000143457.11,GOLPH3L,-1.307462156,4.687505976,-2.430527255,0.015757584,0.134513975,-3.278586663,0.381271221,-0.304638232,4.991101117,-0.773800469,0.442296415,0.911241318,-4.830630994,0.400345873,-0.76179309,4.208021383,-2.676269815,0.008054804,0.040270417,-2.793847687,0.265094734
ENSG00000143476.18,DTL,-0.569672761,4.123357178,-0.933388546,0.351490196,0.539991836,-5.635702911,0.7202925,-0.406793816,1.534243956,-0.583023912,0.562212857,0.926851086,-4.696031839,0.405250841,-0.371249125,2.267172226,-0.689602895,0.491234033,0.637276583,-5.676376193,0.333524162
ENSG00000143486.16,EIF2D,-0.516625531,4.219369633,-1.6659263,0.096939103,0.283787649,-4.7538656,0.390697806,-0.121148102,4.549262442,-0.446829753,0.656717686,0.942777276,-4.932298517,0.412969679,-0.442094532,4.348718219,-1.892067037,0.059910053,0.149878601,-4.486373558,0.270896054
ENSG00000143493.13,INTS7,-0.701249216,4.381908671,-1.847937526,0.065753381,0.234971075,-4.453013144,0.51848317,-0.46298095,2.944098269,-1.261845258,0.212223954,0.911241318,-4.535209039,0.397544251,-0.565932219,3.792080058,-2.133365554,0.034099036,0.103464104,-3.999041408,0.25877076
ENSG00000143499.14,SMYD2,-0.440035286,4.798812638,-1.218617892,0.224099945,0.422637142,-5.412729569,0.394058222,-0.169566969,5.103003596,-0.469436096,0.640576824,0.939846869,-4.939133325,0.386851938,-0.430605283,4.900668889,-1.237752812,0.217242029,0.364424794,-5.47869974,0.299218149
ENSG00000143502.15,SUSD4,-0.796230981,3.615888178,-0.654813685,0.513169804,0.67546404,-5.761164317,0.693080865,0.231582277,1.751422097,0.254173653,0.800290423,0.970672824,-4.75702203,0.379366696,-0.903652275,1.807829418,-1.042702897,0.298330086,0.453640202,-5.214687861,0.25758982
ENSG00000143507.18,DUSP10,-0.646245862,4.573405394,-0.969896227,0.333004616,0.522670984,-5.642061604,0.650581745,0.338812031,3.230556064,0.475854344,0.636025417,0.937122123,-4.867951401,0.404902806,-0.939322253,4.891591628,-2.822168598,0.005245884,0.030962648,-2.439130251,0.258133355
ENSG00000143514.17,TP53BP2,-0.821220225,4.730551394,-1.900328244,0.058502357,0.223502758,-4.38155622,0.709588346,-0.082952021,4.432634342,-0.182638244,0.855740074,0.978597129,-4.974857139,0.656813622,-1.036575011,4.656223923,-3.071041096,0.002426198,0.019951908,-1.754867596,0.253458722
ENSG00000143515.19,ATP8B2,-2.116230692,3.418824762,-2.332917909,0.020419965,0.148006218,-3.327681859,0.466677915,-0.174887979,3.07198513,-0.300938783,0.764573359,0.962033976,-4.880063186,0.379603271,-0.605430903,2.097279165,-1.369498437,0.172361506,0.311420207,-4.955187035,0.266140135
ENSG00000143537.14,ADAM15,0.173242452,6.504805914,0.508777651,0.611341944,0.750849677,-6.086803773,0.567615362,-0.881833571,4.805697872,-2.11505016,0.038878875,0.911241318,-3.817598628,0.649447022,-0.817953881,5.027878605,-2.473740961,0.014194073,0.058000189,-3.303346665,0.280310158
ENSG00000143543.15,JTB,1.000514858,3.610532098,2.373213528,0.018365624,0.143106581,-3.446408751,0.669585753,0.015626306,3.864398559,0.042972271,0.965876173,0.995260505,-4.963186946,0.387517719,0.818527489,4.686783584,3.042969924,0.002653255,0.021000709,-1.851431705,0.282043594
ENSG00000143545.10,RAB13,0.741719799,3.975927688,1.995713403,0.047014171,0.204424647,-4.234465739,0.403990796,0.422265529,4.36872011,1.258683259,0.213355858,0.911241318,-4.557428143,0.55154102,0.439102534,4.123381399,1.947308834,0.052881497,0.13798262,-4.391978486,0.253183575
ENSG00000143546.10,S100A8,1.493053467,11.7534072,1.071453194,0.284964786,0.481437032,-5.587649561,0.443643266,-0.141717881,3.752250487,-0.185548161,0.853468129,0.9781334,-4.947040724,0.397912798,0.650558523,2.390213385,1.225365881,0.221861792,0.370141988,-5.33179632,0.477887513
ENSG00000143549.21,TPM3,-0.618691874,6.470378285,-1.982935652,0.04843275,0.206796635,-4.320884022,0.629731988,-0.20034214,5.594550034,-0.61696227,0.539754753,0.924883096,-4.900450125,0.438767344,-0.80727718,5.253976285,-3.046580956,0.002622988,0.020909122,-1.838590711,0.264074763
ENSG00000143553.11,SNAPIN,-0.581419947,5.888016775,-1.779171451,0.076386355,0.253455566,-4.668938564,0.387673014,0.053067394,5.828185529,0.173857339,0.862603218,0.979216534,-5.003926073,0.425395124,-0.306756186,5.686844691,-1.381787701,0.168560557,0.306826869,-5.306969184,0.530309385
ENSG00000143554.14,SLC27A3,0.046270828,3.935268699,0.12389406,0.901495414,0.939399059,-6.06829214,0.638200871,1.471722559,3.912118396,2.688924994,0.009420423,0.911241318,-3.187599087,0.375953528,-0.015576661,4.764579876,-0.038700984,0.969166945,0.981630422,-6.216831761,0.521873977
ENSG00000143569.19,UBAP2L,-1.272443495,6.149490349,-3.39993818,0.000780573,0.051499291,-0.740034572,0.65416412,-0.425599005,5.655655859,-1.209568573,0.231515403,0.911241318,-4.597462725,0.610518978,-0.732690985,5.221719994,-2.434219524,0.015791498,0.062297043,-3.398545749,0.25414705
ENSG00000143575.15,HAX1,-0.459004647,6.651381259,-1.773613419,0.077304122,0.255182763,-4.699699655,0.451211934,-0.143091444,6.453816133,-0.562677667,0.575895424,0.928777943,-4.927218681,0.405014198,0.0255618,7.061420049,0.116449917,0.907411471,0.943694429,-6.193771826,0.54062009
ENSG00000143578.16,CREB3L4,-0.717265971,3.271137919,-1.152011166,0.250380532,0.448356514,-5.304638063,0.406630411,-0.142734321,3.608123242,-0.332980915,0.740389494,0.957556024,-4.919316407,0.522932028,-0.307091058,3.707998913,-1.144249637,0.253871901,0.404862875,-5.538342172,0.253659512
ENSG00000143612.21,C1orf43,-0.368053473,7.720258604,-1.378278575,0.169308754,0.367211522,-5.304950061,0.431165631,-0.209145258,7.680986397,-0.595833062,0.553682373,0.925433483,-4.922819607,0.428767466,-0.486245216,8.157529593,-2.419434152,0.016428875,0.063947779,-3.394417888,0.255506684
ENSG00000143614.10,GATAD2B,-1.16173118,3.957199083,-2.604439446,0.009735035,0.114850474,-2.826308151,0.511126983,-0.354403179,3.332288479,-0.896375865,0.37388121,0.911241318,-4.727703383,0.761325994,-0.803815546,3.065418756,-2.845407294,0.004891746,0.029796035,-2.270926844,0.410634513
ENSG00000143621.17,ILF2,0.208500876,8.179582738,0.709319172,0.478765548,0.64761908,-5.971883226,0.544555269,0.064434063,7.406862749,0.170528369,0.865207954,0.979414182,-5.017921535,0.438877089,-0.478338976,7.183962122,-1.755346158,0.080713391,0.183801835,-4.72770331,0.375678025
ENSG00000143622.11,RIT1,-0.385593724,4.76114306,-0.956554171,0.339685835,0.529157801,-5.685175104,0.594747777,-0.35862621,5.044435884,-0.785119093,0.435685835,0.911241318,-4.826173074,0.409156565,-0.544093184,3.189097515,-1.875606765,0.062149476,0.153983106,-4.43123429,0.254633222
ENSG00000143624.14,INTS3,-0.983275495,4.314502398,-2.957614571,0.003387209,0.081227171,-1.96424321,0.621839804,-0.198079355,4.791928629,-0.411044481,0.682605366,0.945678146,-4.94628595,0.989926517,-0.485275079,4.249937375,-1.953777017,0.052105872,0.136751677,-4.369325527,0.431445554
ENSG00000143630.10,HCN3,-1.024450436,1.570482457,-2.007324004,0.04575581,0.20180361,-3.911370982,0.448845981,-0.525006818,2.466025455,-1.197477268,0.236154209,0.911241318,-4.560768993,0.468901624,-0.572709439,2.051469251,-1.528941518,0.127840694,0.253121562,-4.740628491,0.275465039
ENSG00000143641.10,GALNT2,-1.69803326,5.720671885,-3.063433459,0.002419397,0.073934509,-1.710767633,0.553509089,-0.944184993,4.156553387,-2.236556279,0.029307285,0.911241318,-3.724362394,0.692378999,-0.831513761,5.032950679,-3.014411342,0.002904195,0.022086618,-1.924790132,0.266930779
ENSG00000143643.13,TTC13,-0.670950865,3.511733841,-1.737470359,0.08349491,0.26443344,-4.554069292,0.721025693,-0.827244683,2.791892359,-1.831264434,0.072371294,0.911241318,-4.211721551,0.37867254,-0.530197735,3.231206154,-1.955996458,0.051841949,0.136289445,-4.291504313,0.374609565
ENSG00000143653.10,SCCPDH,0.2883947,4.833422213,0.424222224,0.671756494,0.791558112,-6.074738972,0.676168947,0.319626452,6.631571004,0.744896737,0.459442426,0.911241318,-4.860869325,0.4481364,-0.434907518,8.007503841,-1.604208334,0.11022782,0.229004079,-4.943294416,0.406400228
ENSG00000143674.11,MAP3K21,-0.08354393,2.220289326,-0.140757947,0.888170761,0.931197592,-5.817004015,0.455229917,-1.071430163,2.953746653,-1.690405476,0.096498352,0.911241318,-4.299078317,0.468675116,-0.853469431,1.35952559,-1.838761808,0.06741586,0.162114399,-4.148718033,0.26209648
ENSG00000143727.16,ACP1,-0.180801077,5.735796081,-0.648477695,0.517251528,0.67874355,-5.985211451,0.702869284,-0.05610733,5.786005113,-0.156951925,0.875846052,0.979750193,-5.004748118,0.653067927,-0.377881508,5.618019903,-2.10168436,0.036818414,0.108906941,-4.114576596,0.256419557
ENSG00000143740.14,SNAP47,-0.412168663,4.051635933,-1.409861164,0.159782408,0.35783344,-5.11661692,0.630296101,-0.066172515,3.829626585,-0.195771689,0.845496028,0.977226978,-4.950479976,0.406758996,-0.197070742,3.796895022,-0.837443198,0.403331525,0.558897259,-5.837538269,0.540589837
ENSG00000143742.14,SRP9,-0.487725876,7.236058934,-1.470412548,0.142665893,0.339376124,-5.176059963,0.406926788,-0.083940531,7.047723601,-0.240660363,0.810695403,0.971924153,-5.007466529,0.854178485,-0.781450396,7.436893539,-3.897190892,0.00013227,0.00527855,0.851807931,0.262214828
ENSG00000143748.18,NVL,-0.556819338,3.67993773,-1.592863779,0.112412475,0.302217614,-4.808620735,0.381748692,-0.361335839,3.09190254,-0.947985108,0.347201513,0.911241318,-4.69341771,0.60619588,-0.711882377,2.668902262,-2.314602723,0.0216379,0.076654505,-3.469313883,0.25594393
ENSG00000143751.10,SDE2,-0.709060268,4.635241654,-1.482917406,0.139314187,0.336020771,-5.04537224,0.426583799,-0.957158985,3.705584668,-2.140703882,0.036656667,0.911241318,-3.860395227,0.419536958,-1.088941098,3.995751432,-3.424511647,0.000745586,0.011251834,-0.68340261,0.325636864
ENSG00000143753.13,DEGS1,-0.812769551,6.78598323,-1.705941518,0.089219789,0.273413223,-4.809449278,0.687465647,-0.225344149,6.710641989,-0.441123735,0.660818298,0.94291149,-4.964289544,0.404705553,-0.523108453,5.429582446,-1.873470763,0.06244513,0.154441914,-4.542116375,0.328734896
ENSG00000143756.12,FBXO28,-0.354133683,4.722741657,-1.054382672,0.292692011,0.486953816,-5.591376027,0.552598189,-0.397384217,4.090060733,-0.952381976,0.344987438,0.911241318,-4.727714034,0.42537639,-0.81825393,3.610043058,-3.44212991,0.000701201,0.010968149,-0.619471903,0.258560084
ENSG00000143761.16,ARF1,-0.871579001,8.865295149,-3.772574883,0.000200352,0.027005368,0.459708077,0.627932533,-0.125893401,8.808446755,-0.46586041,0.643118519,0.939915907,-4.961304507,0.398681409,-0.417261159,8.551177915,-1.938063075,0.054007051,0.140035504,-4.361442597,0.253458382
ENSG00000143771.12,CNIH4,-0.292793964,4.738060059,-1.040768783,0.298955073,0.492468231,-5.605667829,0.663419974,-0.156458852,4.815109092,-0.484163432,0.630154067,0.936039354,-4.929009932,0.384157902,-0.011440253,4.186575379,-0.046558755,0.962910824,0.978262428,-6.198597918,0.336175021
ENSG00000143774.17,GUK1,0.463954486,7.085312303,1.547509955,0.122963398,0.315288775,-5.067965835,0.52578781,-0.045780664,6.843318843,-0.159763951,0.873640671,0.979414182,-5.015492801,0.728993579,0.20349475,6.808713078,0.90884276,0.364514352,0.521454146,-5.807904053,0.391933739
ENSG00000143776.18,CDC42BPA,-0.985717447,2.89983998,-1.470235479,0.142713797,0.339376124,-4.832230725,0.510364896,-0.700462246,3.71462465,-1.64221364,0.106138375,0.911241318,-4.280547541,0.544861645,-1.006241557,3.292002968,-3.166138318,0.001783521,0.017270039,-1.40692977,0.253475074
ENSG00000143793.13,C1orf35,0.518467564,3.970440415,1.536860226,0.125550331,0.318536511,-4.988194467,0.62471394,-0.092597175,3.471548611,-0.264005045,0.792743127,0.968082467,-4.922902999,0.695497942,0.241843747,3.570811693,0.944553532,0.346013352,0.50296508,-5.745517789,0.255978989
ENSG00000143799.14,PARP1,-0.395420534,5.083230538,-0.984000173,0.32603529,0.516533485,-5.682179617,0.65885603,-0.366692342,4.041128864,-0.907673517,0.367932064,0.911241318,-4.74876036,0.552172425,-0.543745458,4.311516595,-2.025124072,0.044168305,0.122819077,-4.236329356,0.317842496
ENSG00000143811.19,PYCR2,0.033213259,4.848225926,0.085996377,0.931535852,0.958033592,-6.147548742,0.528446084,-0.052426556,4.861590048,-0.183622247,0.854971666,0.978597129,-4.987245346,0.634953349,0.173506638,4.504317097,0.816730667,0.415042887,0.569830549,-5.892288666,0.27553308
ENSG00000143815.15,LBR,-0.672521024,4.961496812,-1.401032877,0.162403297,0.36076232,-5.183222119,0.470552817,-0.362551782,4.956191165,-0.700723192,0.486371078,0.912899153,-4.859117582,0.478099967,-0.709408141,5.179663796,-2.400507826,0.017277925,0.066002162,-3.474477522,0.348478449
ENSG00000143819.12,EPHX1,-0.495395101,6.483299005,-0.773812528,0.439748587,0.61474065,-5.913321568,0.677604388,-0.544165202,7.621545235,-0.827122618,0.411670838,0.911241318,-4.826834024,0.402612978,-0.280438807,11.13419441,-0.635210262,0.526008951,0.667185642,-5.829160466,0.253355802
ENSG00000143842.15,SOX13,-1.410849767,3.69776285,-1.940965888,0.05334911,0.215019939,-4.159162865,0.409667389,-0.528297528,3.207572306,-1.052726039,0.296978368,0.911241318,-4.64793728,0.378264044,-0.651553516,3.988128339,-2.286287956,0.023272784,0.080458367,-3.689951148,0.272515335
ENSG00000143845.15,ETNK2,-0.850524989,2.886456495,-1.032485118,0.302809682,0.495984061,-5.361748883,0.505786732,0.40789376,3.124102303,0.730641189,0.468037851,0.911241318,-4.792067384,0.423867244,-0.131015013,5.15130331,-0.248777948,0.803784874,0.876172518,-6.1909817,0.435932567
ENSG00000143850.16,PLEKHA6,-1.122323611,1.383323572,-1.530167751,0.127197707,0.320570766,-4.646957164,0.381833896,-0.754459332,4.819402212,-1.685387305,0.097467385,0.911241318,-4.228845417,0.38460243,-0.6980097,3.878412879,-1.980031934,0.049055265,0.131914904,-4.296530187,0.280342826
ENSG00000143851.15,PTPN7,0.167048651,2.69136382,0.222436118,0.824150001,0.892283879,-5.909183068,0.726565319,-1.13595793,1.911713863,-1.560073917,0.124364563,0.911241318,-4.435654585,0.393461503,-0.366111342,1.011897662,-0.970787942,0.332812897,0.489376702,-5.185416701,0.288942112
ENSG00000143862.8,ARL8A,-0.395243289,6.077100065,-1.296245903,0.196046557,0.395231094,-5.386748534,0.526956018,-0.177476751,6.308745695,-0.626259423,0.533683948,0.924860547,-4.904031991,0.387092967,-0.533702186,5.984367459,-2.131566845,0.034248664,0.103765792,-4.05472606,0.374224265
ENSG00000143870.13,PDIA6,-0.941464674,7.141502216,-2.169343524,0.030967913,0.171047071,-3.960896941,0.396339613,-0.20085106,6.306782171,-0.338265564,0.736425343,0.955584535,-4.984008045,0.389755245,-1.534567095,6.601249813,-4.259612097,3.14E-05,0.002741098,2.15939747,0.281692347
ENSG00000143878.10,RHOB,-1.167577514,7.987300926,-1.949617986,0.052302644,0.213411893,-4.395974312,0.578081311,-0.524088608,8.584405743,-0.865239482,0.390591155,0.911241318,-4.807796484,0.422898889,-0.457401824,8.953122911,-1.253191186,0.211582311,0.357819497,-5.378996617,0.274231589
ENSG00000143889.16,HNRNPLL,-0.433148235,4.095433597,-1.305829627,0.192771102,0.39186675,-5.252018331,0.600646798,-0.257170824,3.757191461,-0.761588239,0.449494574,0.911241318,-4.804130432,0.380635011,-0.660692734,3.050647264,-2.963288027,0.003408585,0.024281284,-1.971294472,0.364180765
ENSG00000143891.17,GALM,-0.628807616,3.52442871,-1.007669706,0.31455512,0.506899949,-5.494505281,0.558372416,-0.260213238,6.020784007,-0.557390197,0.579477434,0.92940076,-4.924544005,0.383492584,-0.505381164,6.143141981,-2.068438974,0.039870094,0.115310869,-4.179188439,0.302147452
ENSG00000143924.19,EML4,-0.573871097,4.807212792,-1.257386064,0.209748395,0.409313471,-5.359484535,0.382605111,-0.631583443,4.721577095,-1.493557594,0.140892822,0.911241318,-4.387534151,0.387118354,-0.620721331,4.926418859,-2.359415343,0.019255985,0.070771914,-3.5628215,0.263555437
ENSG00000143933.19,CALM2,-0.414380867,7.080990388,-1.378190525,0.169335899,0.367211522,-5.300893811,0.490379608,0.273597636,6.993846392,0.781303768,0.437907592,0.911241318,-4.846921107,0.400701572,-0.307368907,6.450994117,-1.474875342,0.141800296,0.27206974,-5.173853473,0.535723892
ENSG00000143947.14,RPS27A,1.151292153,8.894147707,3.376373702,0.000847474,0.054259533,-0.827602955,0.678553175,-0.158114132,8.396721542,-0.44753251,0.656213383,0.942647909,-4.967618622,0.50109235,0.34348001,8.197693946,1.415118222,0.158570986,0.294154571,-5.190609274,0.50581766
ENSG00000143952.20,VPS54,-0.898894518,4.289823278,-2.630195062,0.009045413,0.111921335,-2.804798722,0.518076956,-0.553955128,4.13069454,-1.560153924,0.124345661,0.911241318,-4.337162385,0.573125521,-0.336344728,3.949620658,-1.343691075,0.180553146,0.321750539,-5.314388588,0.51947777
ENSG00000143970.17,ASXL2,-0.793833729,3.702749564,-1.462886032,0.144713053,0.341891263,-4.978392098,0.444905776,-0.237738188,3.50113311,-0.504250986,0.616059139,0.933073632,-4.874850294,0.511533815,-0.874192789,2.244187999,-2.690032629,0.007741187,0.039299788,-2.555187406,0.279295616
ENSG00000143977.14,SNRPG,0.331478525,6.364825208,0.922405414,0.357177056,0.544806694,-5.801152805,0.638347592,0.232928921,5.637351966,0.722448401,0.473018827,0.911241318,-4.861936607,0.509116574,0.194365441,5.519678811,0.985635867,0.325488928,0.481981451,-5.757346467,0.338648007
ENSG00000144021.3,CIAO1,-0.139331088,5.61184201,-0.564159924,0.573134329,0.722222576,-6.031230347,0.416636175,-0.333344696,5.921152731,-1.252948083,0.215420291,0.911241318,-4.56917772,0.498039643,-0.018335644,5.476183855,-0.117820842,0.906326487,0.943120871,-6.218883358,0.464910287
ENSG00000144028.15,SNRNP200,-1.105793491,6.307434433,-2.651244819,0.008514725,0.110842532,-2.847688044,0.599957063,-0.348942363,5.937503056,-0.912652655,0.365329459,0.911241318,-4.775200191,0.532722123,-0.471876346,5.25435525,-1.754256257,0.080900407,0.184012641,-4.74612056,0.261907242
ENSG00000144029.12,MRPS5,0.673842044,4.377805432,2.522397105,0.012256732,0.123580674,-3.137147004,0.430065883,0.179285118,4.510834335,0.619881976,0.537844441,0.924860547,-4.882618189,0.817764362,0.384780174,4.374181501,2.582880756,0.010503157,0.047919579,-3.045955133,0.30719642
ENSG00000144034.16,TPRKB,-0.352999439,4.8719503,-1.054514214,0.292631931,0.48692353,-5.601033519,0.446512378,0.254673291,4.529820615,0.77210622,0.443290979,0.911241318,-4.825343298,0.859928305,0.027476743,4.328175045,0.13821796,0.890205613,0.933001554,-6.196751221,0.268146728
ENSG00000144040.13,SFXN5,-0.178074875,2.348108584,-0.479963752,0.631658937,0.764645981,-5.73185061,0.466132755,-0.376255089,2.750296706,-0.93277813,0.354930509,0.911241318,-4.678824162,0.390165427,0.134392352,3.719686131,0.601166719,0.54840181,0.684446584,-6.004898099,0.254382656
ENSG00000144043.12,TEX261,-0.990272776,5.801492825,-3.023603852,0.002749054,0.077267279,-1.850892488,0.46199574,-0.266322872,5.914397781,-0.792164743,0.431600575,0.911241318,-4.833289912,0.457600547,-0.513019591,5.441415171,-2.487768663,0.01366262,0.056677574,-3.279643675,0.325289437
ENSG00000144048.10,DUSP11,-1.077868278,5.080202044,-3.087209964,0.002240367,0.071653376,-1.639804325,0.483052882,-0.317826264,3.974774181,-0.971244641,0.335594186,0.911241318,-4.716703397,0.391944212,-0.640574549,3.193843815,-2.946808167,0.003587562,0.024980077,-2.033295568,0.25900675
ENSG00000144115.17,THNSL2,-1.288017467,2.288147942,-1.329028789,0.18501004,0.38448259,-4.939564704,0.526731419,0.865640885,4.094834436,1.275889618,0.207250291,0.911241318,-4.544049894,0.379148158,0.354226658,3.878738356,0.832448956,0.406136993,0.561532468,-5.856052186,0.270667991
